Dystans (m),Wysokość (m)
57949.29953740797,1214.134399414062
58534.64599738179,1214.084594726562
59119.992457355605,1216.92724609375
59705.33891732943,1220.419799804688
60290.68537730324,1221.427612304688
60876.03183727706,1222.294189453125
61461.37829725088,1223.566772460938
62046.7247572247,1227.623657226562
62632.071217198514,1232.134765625
63217.417677172336,1235.226806640625
63802.76413714615,1237.308715820312
64388.11059711997,1239.7939453125
64973.45705709379,1239.032348632812
65558.8035170676,1234.558959960938
66144.14997704142,1237.841796875
66729.49643701524,1238.75830078125
67314.84289698905,1240.029418945312
67900.18935696287,1235.246459960938
68485.5358169367,1231.2451171875
69070.88227691052,1220.20263671875
69656.22873688432,1213.986694335938
70241.57519685815,1213.175903320312
70826.92165683197,1207.56982421875
71412.26811680579,1203.687377929688
71997.6145767796,1198.647338867188
72582.96103675342,1193.857055664062
73168.30749672724,1188.533447265625
73753.65395670106,1182.56591796875
74339.00041667487,1181.052001953125
74924.34687664869,1172.342163085938
75509.69333662251,1164.827514648438
76095.03979659632,1156.750366210938
76680.38625657014,1153.520629882812
77265.73271654396,1145.8173828125
77851.07917651779,1129.405029296875
78436.4256364916,1126.989624023438
79021.77209646541,1118.79541015625
79607.11855643924,1110.36474609375
80192.46501641306,1107.282836914062
80777.81147638687,1106.900634765625
81363.15793636069,1095.43505859375
81948.50439633451,1094.605346679688
82533.85085630833,1089.856079101562
83119.19731628214,1081.237548828125
83704.54377625596,1074.682250976562
84289.89023622978,1073.716796875
84875.23669620359,1064.09521484375
85460.58315617741,1055.39111328125
86045.92961615123,1051.90087890625
86631.27607612505,1050.359619140625
87216.62253609886,1040.951049804688
87801.96899607268,1037.366088867188
88387.3154560465,1030.535278320312
88972.66191602033,1026.812622070312
89558.00837599413,1020.33349609375
90143.35483596796,1012.578247070312
90728.70129594178,1004.760559082031
91314.0477559156,1001.074462890625
91899.3942158894,994.9053344726562
92484.74067586323,994.649658203125
93070.08713583705,985.55712890625
93655.43359581087,984.0912475585938
94240.78005578468,974.8569946289062
94826.1265157585,965.8599243164062
95411.47297573232,959.3560180664062
95996.81943570613,954.8489990234375
96582.16589567995,951.4535522460938
97167.51235565377,944.3040771484375
97752.8588156276,939.1085815429688
98338.2052756014,934.4392700195312
98923.55173557522,928.01708984375
99508.89819554905,922.9044799804688
100094.24465552287,916.66455078125
100679.59111549667,909.10205078125
101264.9375754705,902.671630859375
101850.28403544432,899.7977294921875
102435.63049541814,896.1278686523438
103020.97695539195,891.1640014648438
103606.32341536577,885.04931640625
104191.66987533959,881.1355590820312
104777.0163353134,875.7842407226562
105362.36279528722,869.834716796875
105947.70925526104,865.1463012695312
106533.05571523486,859.722900390625
107118.40217520867,855.6361694335938
107703.74863518249,851.933837890625
108289.09509515631,848.7202758789062
108874.44155513014,845.8804321289062
109459.78801510394,843.6029663085938
110045.13447507776,838.6298828125
110630.48093505159,834.8610229492188
111215.82739502541,829.6241455078125
111801.17385499922,826.40625
112386.52031497304,823.7702026367188
112971.86677494686,820.8580322265625
113557.21323492067,818.326904296875
114142.55969489449,813.550537109375
114727.90615486831,811.9862060546875
115313.25261484213,810.5352172851562
115898.59907481594,803.1793823242188
116483.94553478976,798.9890747070312
117069.29199476358,794.4801635742188
117654.6384547374,788.7150268554688
118239.98491471121,785.9697875976562
118825.33137468503,785.3756103515625
119410.67783465885,784.5007934570312
119996.02429463268,785.0363159179688
120581.37075460648,789.7100830078125
121166.7172145803,790.62109375
121752.06367455413,789.5676879882812
122337.41013452793,791.2222900390625
122922.75659450176,791.875732421875
123508.10305447558,789.6107177734375
124093.4495144494,787.9427490234375
124678.7959744232,786.4957275390625
125264.14243439703,784.2355346679688
125849.48889437085,783.693359375
126434.83535434467,776.1719360351562
127020.18181431848,775.7898559570312
127605.5282742923,777.5125122070312
128190.87473426612,779.7754516601562
128776.22119423994,782.6859130859375
129361.56765421375,787.7449340820312
129946.91411418757,793.1675415039062
130532.2605741614,796.4389038085938
131117.6070341352,798.3217163085938
131702.95349410904,800.7132568359375
132288.29995408285,803.3179931640625
132873.64641405665,805.426513671875
133458.9928740305,806.9708862304688
134044.3393340043,808.182861328125
134629.6857939781,809.1685180664062
135215.03225395194,810.9473876953125
135800.37871392575,812.287353515625
136385.72517389958,812.841796875
136971.0716338734,812.2453002929688
137556.4180938472,812.2293701171875
138141.76455382103,810.7919921875
138727.11101379484,805.3991088867188
139312.45747376865,800.5952758789062
139897.80393374249,795.9959716796875
140483.1503937163,791.1204223632812
141068.4968536901,786.9612426757812
141653.84331366394,782.936767578125
142239.18977363774,778.9074096679688
142824.53623361158,774.8175048828125
143409.8826935854,770.287353515625
143995.2291535592,766.3760375976562
144580.57561353303,761.7308349609375
145165.92207350684,757.9563598632812
145751.26853348064,753.5603637695312
146336.61499345448,748.4354248046875
146921.9614534283,743.9410400390625
147507.30791340212,739.3865356445312
148092.65437337593,735.577880859375
148678.00083334974,731.3304443359375
149263.34729332358,726.6470336914062
149848.69375329738,723.2808837890625
150434.0402132712,717.53076171875
151019.38667324503,715.0977172851562
151604.73313321883,711.0807495117188
152190.07959319264,706.8822021484375
152775.42605316648,703.45703125
153360.77251314028,700.4203491210938
153946.11897311412,696.6658325195312
154531.46543308793,694.0331420898438
155116.81189306173,691.8621826171875
155702.15835303557,689.7113037109375
156287.50481300938,688.1574096679688
156872.8512729832,685.5332641601562
157458.19773295702,684.129150390625
158043.54419293083,682.5055541992188
158628.89065290467,680.0503540039062
159214.23711287847,678.88818359375
159799.58357285228,680.14013671875
160384.93003282612,676.3314208984375
160970.27649279992,672.7062377929688
161555.62295277373,668.3302612304688
162140.96941274757,666.26416015625
162726.31587272137,664.735107421875
163311.66233269518,662.1453857421875
163897.00879266902,660.0413818359375
164482.35525264282,654.8582763671875
165067.70171261666,651.8133544921875
165653.04817259047,646.148681640625
166238.39463256428,643.1817626953125
166823.7410925381,640.6983032226562
167409.08755251192,639.7944946289062
167994.43401248573,638.4378662109375
168579.78047245956,636.7208251953125
169165.12693243337,635.6746826171875
169750.47339240718,635.9478149414062
170335.819852381,634.8390502929688
170921.16631235482,633.942138671875
171506.51277232866,633.179443359375
172091.85923230246,632.4933471679688
172677.20569227627,630.2337036132812
173262.5521522501,628.643310546875
173847.89861222391,626.787109375
174433.24507219772,625.826171875
175018.59153217156,623.7305297851562
175603.93799214537,622.9885864257812
176189.2844521192,622.892822265625
176774.630912093,623.382080078125
177359.97737206682,625.2094116210938
177945.32383204065,627.075927734375
178530.67029201446,629.7015991210938
179116.01675198827,630.68701171875
179701.3632119621,632.9461669921875
180286.7096719359,636.88720703125
180872.05613190972,637.7235107421875
181457.40259188355,639.8782348632812
182042.74905185736,642.145751953125
182628.0955118312,644.6578369140625
183213.441971805,648.1450805664062
183798.7884317788,650.8118896484375
184384.13489175265,651.4668579101562
184969.48135172646,651.1778564453125
185554.82781170026,652.7616577148438
186140.1742716741,652.0401000976562
186725.5207316479,651.1934814453125
187310.86719162174,646.5499267578125
187896.21365159555,636.7854614257812
188481.56011156936,623.44677734375
189066.9065715432,611.5530395507812
189652.253031517,606.9371337890625
190237.5994914908,607.6484375
190822.94595146464,602.9993896484375
191408.29241143845,602.367919921875
191993.63887141226,598.75341796875
192578.9853313861,596.5244750976562
193164.3317913599,594.9420166015625
193749.67825133374,592.0336303710938
194335.02471130755,588.5403442382812
194920.37117128135,589.9285888671875
195505.7176312552,584.4755859375
196091.064091229,581.0718383789062
196676.4105512028,580.0098876953125
197261.75701117664,577.9136962890625
197847.10347115045,574.2604370117188
198432.44993112425,571.069091796875
199017.7963910981,569.4957885742188
199603.1428510719,568.4442749023438
200188.48931104573,566.5986328125
200773.83577101954,565.720458984375
201359.18223099335,564.4652709960938
201944.52869096718,561.6904907226562
202529.875150941,557.8445434570312
203115.2216109148,556.6520385742188
203700.56807088864,554.868408203125
204285.91453086244,552.2286987304688
204871.26099083628,547.7315673828125
205456.6074508101,546.7205810546875
206041.9539107839,545.3321533203125
206627.30037075773,538.83935546875
207212.64683073154,536.4940795898438
207797.99329070534,532.6094360351562
208383.33975067918,531.2401123046875
208968.686210653,526.8733520507812
209554.0326706268,522.145751953125
210139.37913060063,520.561279296875
210724.72559057444,517.1203002929688
211310.07205054828,514.33837890625
211895.41851052208,513.9334716796875
212480.7649704959,524.7887573242188
213066.11143046973,534.487548828125
213651.45789044353,540.7418212890625
214236.80435041734,532.3200073242188
214822.15081039118,520.3408813476562
215407.49727036498,508.1994323730469
215992.8437303388,500.7693176269531
216578.19019031263,500.2039184570312
217163.53665028643,513.0977172851562
217748.88311026027,534.9608764648438
218334.22957023408,550.186279296875
218919.57603020789,571.46337890625
219504.92249018172,590.0328979492188
220090.26895015553,608.5072631835938
220675.61541012934,624.7015380859375
221260.96187010317,642.9183349609375
221846.30833007698,655.0902099609375
222431.65479005082,663.2966918945312
223017.00125002462,668.0366821289062
223602.34770999843,659.4400634765625
224187.69416997227,654.0062255859375
224773.04062994607,646.1096801757812
225358.38708991988,641.3755493164062
225943.73354989372,643.2421875
226529.08000986752,651.2910766601562
227114.42646984133,657.91015625
227699.77292981517,671.5805053710938
228285.11938978898,696.3789672851562
228870.4658497628,725.8201904296875
229455.81230973662,755.9869384765625
230041.15876971043,786.2959594726562
230626.50522968426,817.8040771484375
231211.85168965807,852.087890625
231797.19814963188,885.8634033203125
232382.5446096057,926.4822998046875
232967.89106957952,968.0010986328125
233553.23752955336,1002.510498046875
234138.58398952716,964.37353515625
234723.93044950097,937.5872802734375
235309.2769094748,907.1266479492188
235894.6233694486,879.7097778320312
236479.96982942242,847.59521484375
237065.31628939626,820.852783203125
237650.66274937007,792.0570678710938
238236.00920934387,762.2782592773438
238821.3556693177,734.3163452148438
239406.70212929152,706.9868774414062
239992.04858926535,679.5350952148438
240577.39504923916,650.638671875
241162.74150921297,624.6193237304688
241748.0879691868,596.8563842773438
242333.4344291606,567.3637084960938
242918.78088913442,539.2730712890625
243504.12734910825,511.5700073242188
244089.47380908206,482.7041015625
244674.82026905587,453.8548889160156
245260.1667290297,425.1597900390625
245845.5131890035,391.8562622070312
246430.85964897735,362.2618713378906
247016.20610895116,330.6779479980469
247601.55256892496,324.1626586914062
248186.8990288988,352.85791015625
248772.2454888726,405.75048828125
249357.5919488464,367.16650390625
249942.93840882025,336.88037109375
250528.28486879406,304.2254333496094
251113.6313287679,271.703857421875
251698.9777887417,237.8956298828125
252284.3242487155,202.911865234375
252869.67070868934,168.8997497558594
253455.01716866315,141.2342681884766
254040.36362863696,125.5031433105469
254625.7100886108,95.1773681640625
255211.0565485846,62.74001693725586
255796.4030085584,27.866943359375
256381.74946853225,13.03886795043945
256967.09592850605,25.31054878234863
257552.4423884799,59.73714447021484
258137.7888484537,90.10193634033203
258723.1353084275,125.7298278808594
259308.48176840134,140.1900329589844
259893.82822837515,166.3347015380859
260479.17468834895,199.9056091308594
261064.5211483228,234.628173828125
261649.8676082966,268.9413757324219
262235.2140682704,301.269287109375
262820.56052824424,333.5228271484375
263405.9069882181,364.1700439453125
263991.25344819186,401.9200134277344
264576.5999081657,357.5215454101562
265161.9463681395,323.1661071777344
265747.2928281133,329.4171752929688
266332.63928808714,358.1666564941406
266917.985748061,388.979736328125
267503.33220803476,418.6773681640625
268088.6786680086,468.4319763183594
268674.02512798243,480.0204467773438
269259.3715879562,509.1077270507812
269844.71804793004,537.02783203125
270430.0645079039,565.9083251953125
271015.4109678777,593.9451293945312
271600.7574278515,621.7151489257812
272186.10388782533,648.202392578125
272771.45034779917,675.9869995117188
273356.79680777295,703.6552734375
273942.1432677468,731.813720703125
274527.4897277206,759.5283203125
275112.8361876944,789.262939453125
275698.18264766823,817.8579711914062
276283.52910764207,844.1734008789062
276868.87556761585,877.6552734375
277454.2220275897,904.0585327148438
278039.5684875635,933.6849975585938
278624.9149475373,962.6151733398438
279210.26140751113,995.9896240234375
279795.60786748497,972.3388061523438
280380.95432745875,929.8737182617188
280966.3007874326,890.13525390625
281551.6472474064,855.5574951171875
282136.9937073802,820.9492797851562
282722.34016735404,789.568115234375
283307.6866273279,759.154052734375
283893.0330873017,729.1021728515625
284478.3795472755,699.2575073242188
285063.7260072493,674.2088623046875
285649.07246722316,658.4789428710938
286234.41892719694,651.9274291992188
286819.7653871708,644.0490112304688
287405.1118471446,641.2783203125
287990.4583071184,645.380126953125
288575.8047670922,653.4343872070312
289161.15122706606,658.6102905273438
289746.49768703984,666.643310546875
290331.8441470137,663.9505004882812
290917.1906069875,655.8591918945312
291502.5370669613,644.5280151367188
292087.8835269351,626.5047607421875
292673.22998690896,610.1416015625
293258.57644688274,591.9083862304688
293843.9229068566,573.5574340820312
294429.2693668304,552.6859741210938
295014.61582680425,536.0528564453125
295599.962286778,515.7595825195312
296185.30874675186,501.3086853027344
296770.6552067257,498.0540466308594
297356.0016666995,499.3785705566406
297941.3481266733,490.6925354003906
298526.69458664715,481.1007995605469
299112.0410466209,480.1117858886719
